AccountName,RacsAssetId,Manufacturer,ParentAssetid,SerialNumber,InstanceNumber,ParentChild,PartNumber,Quantity,AssetDescription,IpAddress,DnsName,SlotMacAddress,AssetShipDate,AssetAddDate,ResellerHardwarePoNumber,DistributorHardwarePoNumber,ProductFamily,ArchitectureGroup,ArchitectureSubgroup,ProductType,ProductCategory,ProductSupportPage,EndOfSaleDate,EndOfSupportDate,EndOfSupportRange,WarrantyEndDate,LocationGroup,LocationName,SiteId,LocationLabel,LocationAddress1,LocationAddress2,LocationAddress3,LocationCity,LocationStateProvince,LocationPostalCode,LocationCountry,Decommissioned,ContractNumber,AssetCovered,CoverageStatus,ServiceLevel,ServiceLevelDescription,Sla,MapsToServiceSku,MaintenanceStartDate,MaintenanceEndDate,BillToId,ContractCurrency,ContractListPrice,ContractCustomerCost,ResellerMaintenancePoNumber,MaintenanceCatalogPrice,PoNumber,ManufacturerHardwareSoNumber,ProductListPrice,ProfileApprovedLocations,ProfileApprovedSiteNames,ProfileApprovedServiceLevel,ProfilePreferredEndDate,ProfilePreferredServiceLevel,AiUnapprovedLocation,ProfileCriticalAssets,CpTargetContracts,ProfileLocationCoverageExclusions,ProfileReasonLocationCoverageExclusions,ProfileProductCoverageExclusions,ProfileReasonProductCoverageExclusions,ProfileProductRefreshExclusions,ProfileReasonProductRefreshExclusions,ProfileRenewalExclusions,ProfileReasonRenewalExclusions,AssetCoverageStatus,PurchaseOrderDate,CiscoUnmappedToServiceSkuAndUncovered,InvalidAsset,InvalidCiscoProductId,UncoveredAndPastEos,RacsClientId,Updatedby,Updatedon
Demo,75079412,Cisco,-,FVH123466,123456799,Parent,C9300-48H-A,1,"Catalyst 9300 48-port UPoE+, Network Advantage",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/11/2034 0:00,OTHER PARTNER,,-,LONDON - CASTLEWOOD HOUSE,CASTLEWOOD HOUSE,,,LONDON,LONDON,WC1A 1DT,UNITED KINGDOM,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/10/2027 0:00,Other Partner,,1086.75,0,,1086.75,,,13632.7,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079413,Cisco,-,FVH123467,123456800,Parent,C9300-48H-A,1,"Catalyst 9300 48-port UPoE+, Network Advantage",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/11/2034 0:00,OTHER PARTNER,,-,LONDON - CASTLEWOOD HOUSE,CASTLEWOOD HOUSE,,,LONDON,LONDON,WC1A 1DT,UNITED KINGDOM,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/10/2027 0:00,Other Partner,,1086.75,0,,1086.75,,,13632.7,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079414,Cisco,-,FVH123468,123456801,Parent,C9300-48H-A,1,"Catalyst 9300 48-port UPoE+, Network Advantage",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/11/2034 0:00,OTHER PARTNER,,-,LONDON - CASTLEWOOD HOUSE,CASTLEWOOD HOUSE,,,LONDON,LONDON,WC1A 1DT,UNITED KINGDOM,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/10/2027 0:00,Other Partner,,1086.75,0,,1086.75,,,13632.7,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079415,Cisco,-,FVH123469,123456802,Parent,C9300-48H-A,1,"Catalyst 9300 48-port UPoE+, Network Advantage",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/11/2034 0:00,OTHER PARTNER,,-,LONDON - CASTLEWOOD HOUSE,CASTLEWOOD HOUSE,,,LONDON,LONDON,WC1A 1DT,UNITED KINGDOM,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/10/2027 0:00,Other Partner,,1086.75,0,,1086.75,,,13632.7,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079416,Cisco,-,FVH123470,123456803,Parent,C9300-48H-A,1,"Catalyst 9300 48-port UPoE+, Network Advantage",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/11/2034 0:00,OTHER PARTNER,,-,LONDON - CASTLEWOOD HOUSE,CASTLEWOOD HOUSE,,,LONDON,LONDON,WC1A 1DT,UNITED KINGDOM,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/10/2027 0:00,Other Partner,,1086.75,0,,1086.75,,,13632.7,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079417,Cisco,-,FVH123471,123456804,Parent,C9300-48H-A,1,"Catalyst 9300 48-port UPoE+, Network Advantage",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/11/2034 0:00,OTHER PARTNER,,-,LONDON - CASTLEWOOD HOUSE,CASTLEWOOD HOUSE,,,LONDON,LONDON,WC1A 1DT,UNITED KINGDOM,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/10/2027 0:00,Other Partner,,1086.75,0,,1086.75,,,13632.7,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079418,Cisco,-,FVH123472,123456805,Parent,C9300-48H-A,1,"Catalyst 9300 48-port UPoE+, Network Advantage",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/11/2034 0:00,OTHER PARTNER,,-,LONDON - CASTLEWOOD HOUSE,CASTLEWOOD HOUSE,,,LONDON,LONDON,WC1A 1DT,UNITED KINGDOM,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/10/2027 0:00,Other Partner,,1086.75,0,,1086.75,,,13632.7,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079419,Cisco,-,FVH123473,123456806,Parent,C9300-48H-A,1,"Catalyst 9300 48-port UPoE+, Network Advantage",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/11/2034 0:00,OTHER PARTNER,,-,LONDON - CASTLEWOOD HOUSE,CASTLEWOOD HOUSE,,,LONDON,LONDON,WC1A 1DT,UNITED KINGDOM,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/10/2027 0:00,Other Partner,,1086.75,0,,1086.75,,,13632.7,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079420,Cisco,-,FVH123474,123456807,Parent,C9300-48H-A,1,"Catalyst 9300 48-port UPoE+, Network Advantage",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/11/2034 0:00,OTHER PARTNER,,-,LONDON - CASTLEWOOD HOUSE,CASTLEWOOD HOUSE,,,LONDON,LONDON,WC1A 1DT,UNITED KINGDOM,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/10/2027 0:00,Other Partner,,1086.75,0,,1086.75,,,13632.7,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079421,Cisco,-,FVH123475,123456808,Parent,C9500-48Y4C-A,1,"Catalyst 9500 48-port x 1/10/25G + 4-port 40/100G, Advantage",,,,No Ship Date Available,00:00.0,,,C9500,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/12/2034 0:00,OTHER PARTNER,,-,ROSTOCK - AM STRANDE 4,AM STRANDE 4,,,ROSTOCK,,18055,GERMANY,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,10/11/2027 0:00,Other Partner,,2359.8,0,,2359.8,,,29611.33,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079422,Cisco,-,FVH123476,123456809,Parent,C9500-48Y4C-A,1,"Catalyst 9500 48-port x 1/10/25G + 4-port 40/100G, Advantage",,,,No Ship Date Available,00:00.0,,,C9500,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/12/2034 0:00,OTHER PARTNER,,-,ROSTOCK - AM STRANDE 4,AM STRANDE 4,,,ROSTOCK,,18055,GERMANY,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,10/11/2027 0:00,Other Partner,,2359.8,0,,2359.8,,,29611.33,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079423,Cisco,-,FVH123477,123456810,Parent,C9300X-48HXN-A,1,"Catalyst 9300 48-port, 8xmGig+40x5G 90W UPOE+, Network Adv",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/16/2034 0:00,OTHER PARTNER,CARNIVAL CORPORATION,1029701903,MIAMI - 3655 NW 87TH AVE,3655 NW 87TH AVE,,,MIAMI,FLORIDA,33178,UNITED STATES,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/15/2029 0:00,Other Partner,,1154,0,,1154,,,16660.5,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079424,Cisco,-,FVH123478,123456811,Parent,C9300X-48HXN-A,1,"Catalyst 9300 48-port, 8xmGig+40x5G 90W UPOE+, Network Adv",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/16/2034 0:00,OTHER PARTNER,CARNIVAL CORPORATION,1029701903,MIAMI - 3655 NW 87TH AVE,3655 NW 87TH AVE,,,MIAMI,FLORIDA,33178,UNITED STATES,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/15/2029 0:00,Other Partner,,1154,0,,1154,,,16660.5,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079425,Cisco,-,FVH123479,123456812,Parent,C9300X-48HXN-A,1,"Catalyst 9300 48-port, 8xmGig+40x5G 90W UPOE+, Network Adv",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/16/2034 0:00,OTHER PARTNER,CARNIVAL CORPORATION,1029701903,MIAMI - 3655 NW 87TH AVE,3655 NW 87TH AVE,,,MIAMI,FLORIDA,33178,UNITED STATES,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/15/2029 0:00,Other Partner,,1154,0,,1154,,,16660.5,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079426,Cisco,-,FVH123480,123456813,Parent,C9300X-48HXN-A,1,"Catalyst 9300 48-port, 8xmGig+40x5G 90W UPOE+, Network Adv",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/16/2034 0:00,OTHER PARTNER,CARNIVAL CORPORATION,1029701903,MIAMI - 3655 NW 87TH AVE,3655 NW 87TH AVE,,,MIAMI,FLORIDA,33178,UNITED STATES,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/15/2029 0:00,Other Partner,,1154,0,,1154,,,16660.5,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079427,Cisco,-,FVH123481,123456814,Parent,C9300X-48HXN-A,1,"Catalyst 9300 48-port, 8xmGig+40x5G 90W UPOE+, Network Adv",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/16/2034 0:00,OTHER PARTNER,CARNIVAL CORPORATION,1029701903,MIAMI - 3655 NW 87TH AVE,3655 NW 87TH AVE,,,MIAMI,FLORIDA,33178,UNITED STATES,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/15/2029 0:00,Other Partner,,1154,0,,1154,,,16660.5,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079428,Cisco,-,FVH123482,123456815,Parent,C9300X-48HXN-A,1,"Catalyst 9300 48-port, 8xmGig+40x5G 90W UPOE+, Network Adv",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/16/2034 0:00,OTHER PARTNER,CARNIVAL CORPORATION,1029701903,MIAMI - 3655 NW 87TH AVE,3655 NW 87TH AVE,,,MIAMI,FLORIDA,33178,UNITED STATES,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/15/2029 0:00,Other Partner,,1154,0,,1154,,,16660.5,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079429,Cisco,-,FVH123483,123456816,Parent,C9300X-48HXN-A,1,"Catalyst 9300 48-port, 8xmGig+40x5G 90W UPOE+, Network Adv",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/17/2034 0:00,OTHER PARTNER,CARNIVAL CORPORATION,1029701903,MIAMI - 3655 NW 87TH AVE,3655 NW 87TH AVE,,,MIAMI,FLORIDA,33178,UNITED STATES,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/16/2029 0:00,Other Partner,,1154,0,,1154,,,16660.5,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079430,Cisco,-,FVH123484,123456817,Parent,C9300X-48HXN-A,1,"Catalyst 9300 48-port, 8xmGig+40x5G 90W UPOE+, Network Adv",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/17/2034 0:00,OTHER PARTNER,CARNIVAL CORPORATION,1029701903,MIAMI - 3655 NW 87TH AVE,3655 NW 87TH AVE,,,MIAMI,FLORIDA,33178,UNITED STATES,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/16/2029 0:00,Other Partner,,1154,0,,1154,,,16660.5,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079431,Cisco,-,FVH123485,123456818,Parent,C9300X-48HXN-A,1,"Catalyst 9300 48-port, 8xmGig+40x5G 90W UPOE+, Network Adv",,,,No Ship Date Available,00:00.0,,,C9300,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/17/2034 0:00,OTHER PARTNER,CARNIVAL CORPORATION,1029701903,MIAMI - 3655 NW 87TH AVE,3655 NW 87TH AVE,,,MIAMI,FLORIDA,33178,UNITED STATES,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/16/2029 0:00,Other Partner,,1154,0,,1154,,,16660.5,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
Demo,75079432,Cisco,-,FVH123486,123456819,Parent,C9300X-12Y-A,1,"Catalyst 9300X 12x25G Fiber Ports, modular uplink Switch",,,,No Ship Date Available,00:00.0,,,C9300X,ENTERPRISE SWITCHING,ENT. SWITCHING - ACCESS,CHASSIS,-,-,-,-,Not Defined,12/18/2034 0:00,OTHER PARTNER,CARNIVAL CORPORATION,1029701903,MIAMI - 3655 NW 87TH AVE,3655 NW 87TH AVE,,,MIAMI,FLORIDA,33178,UNITED STATES,No,Other Partner,Covered,Active,SNT,SMARTnet 8x5xNBD,Vendor,Yes,1/1/1900 0:00,9/17/2029 0:00,Other Partner,,1441,0,,1441,,,20792.76,N/A,N/A,N/A,,-,0,No,No,No,-,No,-,No,-,No,-,Active,-,Include,0,0,Include,14327,NULL,NULL
